,EMPLOYER_NAME,JOB_TITLE,YEAR,STATE,cer_COUNT,non_COUNT
0,ACCENTURE LLP,BUSINESS ANALYST,2011,CONNECTICUT,1,0
1,ACCENTURE LLP,BUSINESS ANALYST,2011,MINNESOTA,1,0
2,ACCENTURE LLP,BUSINESS ANALYST,2011,MISSOURI,1,0
3,ACCENTURE LLP,BUSINESS ANALYST,2011,NEW JERSEY,1,0
4,ACCENTURE LLP,BUSINESS ANALYST,2012,ARKANSAS,1,0
5,ACCENTURE LLP,BUSINESS ANALYST,2012,CALIFORNIA,3,0
6,ACCENTURE LLP,BUSINESS ANALYST,2012,COLORADO,1,0
7,ACCENTURE LLP,BUSINESS ANALYST,2012,CONNECTICUT,11,0
8,ACCENTURE LLP,BUSINESS ANALYST,2012,DELAWARE,3,0
9,ACCENTURE LLP,BUSINESS ANALYST,2012,GEORGIA,3,0
10,ACCENTURE LLP,BUSINESS ANALYST,2012,ILLINOIS,13,0
11,ACCENTURE LLP,BUSINESS ANALYST,2012,MASSACHUSETTS,1,1
12,ACCENTURE LLP,BUSINESS ANALYST,2012,MICHIGAN,1,0
13,ACCENTURE LLP,BUSINESS ANALYST,2012,MINNESOTA,2,0
14,ACCENTURE LLP,BUSINESS ANALYST,2012,NEW JERSEY,4,0
15,ACCENTURE LLP,BUSINESS ANALYST,2012,NEW YORK,1,0
16,ACCENTURE LLP,BUSINESS ANALYST,2012,NORTH CAROLINA,3,0
17,ACCENTURE LLP,BUSINESS ANALYST,2012,OHIO,1,0
18,ACCENTURE LLP,BUSINESS ANALYST,2012,OKLAHOMA,1,0
19,ACCENTURE LLP,BUSINESS ANALYST,2012,RHODE ISLAND,2,0
20,ACCENTURE LLP,BUSINESS ANALYST,2012,TEXAS,4,0
21,ACCENTURE LLP,BUSINESS ANALYST,2012,WASHINGTON,1,0
22,ACCENTURE LLP,BUSINESS ANALYST,2013,CALIFORNIA,9,0
23,ACCENTURE LLP,BUSINESS ANALYST,2013,CONNECTICUT,7,0
24,ACCENTURE LLP,BUSINESS ANALYST,2013,DELAWARE,1,0
25,ACCENTURE LLP,BUSINESS ANALYST,2013,DISTRICT OF COLUMBIA,1,0
26,ACCENTURE LLP,BUSINESS ANALYST,2013,FLORIDA,1,0
27,ACCENTURE LLP,BUSINESS ANALYST,2013,GEORGIA,2,0
28,ACCENTURE LLP,BUSINESS ANALYST,2013,ILLINOIS,16,0
29,ACCENTURE LLP,BUSINESS ANALYST,2013,MASSACHUSETTS,2,0
30,ACCENTURE LLP,BUSINESS ANALYST,2013,MINNESOTA,5,0
31,ACCENTURE LLP,BUSINESS ANALYST,2013,NEW JERSEY,6,0
32,ACCENTURE LLP,BUSINESS ANALYST,2013,NEW YORK,2,0
33,ACCENTURE LLP,BUSINESS ANALYST,2013,NORTH CAROLINA,1,0
34,ACCENTURE LLP,BUSINESS ANALYST,2013,OHIO,2,0
35,ACCENTURE LLP,BUSINESS ANALYST,2013,PENNSYLVANIA,2,0
36,ACCENTURE LLP,BUSINESS ANALYST,2013,RHODE ISLAND,3,0
37,ACCENTURE LLP,BUSINESS ANALYST,2013,TEXAS,7,0
38,ACCENTURE LLP,BUSINESS ANALYST,2013,VIRGINIA,1,0
39,ACCENTURE LLP,BUSINESS ANALYST,2013,WISCONSIN,2,0
40,ACCENTURE LLP,BUSINESS ANALYST,2014,CALIFORNIA,25,0
41,ACCENTURE LLP,BUSINESS ANALYST,2014,COLORADO,1,0
42,ACCENTURE LLP,BUSINESS ANALYST,2014,CONNECTICUT,14,0
43,ACCENTURE LLP,BUSINESS ANALYST,2014,DELAWARE,3,0
44,ACCENTURE LLP,BUSINESS ANALYST,2014,FLORIDA,4,0
45,ACCENTURE LLP,BUSINESS ANALYST,2014,GEORGIA,3,0
46,ACCENTURE LLP,BUSINESS ANALYST,2014,ILLINOIS,10,0
47,ACCENTURE LLP,BUSINESS ANALYST,2014,INDIANA,1,0
48,ACCENTURE LLP,BUSINESS ANALYST,2014,MASSACHUSETTS,4,0
49,ACCENTURE LLP,BUSINESS ANALYST,2014,MICHIGAN,1,0
50,ACCENTURE LLP,BUSINESS ANALYST,2014,MINNESOTA,8,0
51,ACCENTURE LLP,BUSINESS ANALYST,2014,NEW JERSEY,8,0
52,ACCENTURE LLP,BUSINESS ANALYST,2014,NORTH CAROLINA,1,0
53,ACCENTURE LLP,BUSINESS ANALYST,2014,OHIO,4,0
54,ACCENTURE LLP,BUSINESS ANALYST,2014,RHODE ISLAND,3,0
55,ACCENTURE LLP,BUSINESS ANALYST,2014,TEXAS,19,0
56,ACCENTURE LLP,BUSINESS ANALYST,2014,WASHINGTON,5,0
57,ACCENTURE LLP,BUSINESS ANALYST,2014,WISCONSIN,2,0
58,ACCENTURE LLP,BUSINESS ANALYST,2015,ARIZONA,1,0
59,ACCENTURE LLP,BUSINESS ANALYST,2015,CALIFORNIA,41,0
60,ACCENTURE LLP,BUSINESS ANALYST,2015,COLORADO,1,0
61,ACCENTURE LLP,BUSINESS ANALYST,2015,CONNECTICUT,30,1
62,ACCENTURE LLP,BUSINESS ANALYST,2015,DELAWARE,17,0
63,ACCENTURE LLP,BUSINESS ANALYST,2015,DISTRICT OF COLUMBIA,2,0
64,ACCENTURE LLP,BUSINESS ANALYST,2015,GEORGIA,9,0
65,ACCENTURE LLP,BUSINESS ANALYST,2015,ILLINOIS,30,0
66,ACCENTURE LLP,BUSINESS ANALYST,2015,KANSAS,1,0
67,ACCENTURE LLP,BUSINESS ANALYST,2015,KENTUCKY,1,0
68,ACCENTURE LLP,BUSINESS ANALYST,2015,MASSACHUSETTS,11,0
69,ACCENTURE LLP,BUSINESS ANALYST,2015,MICHIGAN,2,0
70,ACCENTURE LLP,BUSINESS ANALYST,2015,MINNESOTA,15,1
71,ACCENTURE LLP,BUSINESS ANALYST,2015,MISSOURI,9,0
72,ACCENTURE LLP,BUSINESS ANALYST,2015,NEBRASKA,1,0
73,ACCENTURE LLP,BUSINESS ANALYST,2015,NEW JERSEY,14,0
74,ACCENTURE LLP,BUSINESS ANALYST,2015,NEW YORK,11,0
75,ACCENTURE LLP,BUSINESS ANALYST,2015,NORTH CAROLINA,1,0
76,ACCENTURE LLP,BUSINESS ANALYST,2015,OHIO,8,0
77,ACCENTURE LLP,BUSINESS ANALYST,2015,OKLAHOMA,4,0
78,ACCENTURE LLP,BUSINESS ANALYST,2015,OREGON,1,0
79,ACCENTURE LLP,BUSINESS ANALYST,2015,PENNSYLVANIA,10,1
80,ACCENTURE LLP,BUSINESS ANALYST,2015,RHODE ISLAND,1,0
81,ACCENTURE LLP,BUSINESS ANALYST,2015,TEXAS,33,0
82,ACCENTURE LLP,BUSINESS ANALYST,2015,VIRGINIA,5,0
83,ACCENTURE LLP,BUSINESS ANALYST,2015,WASHINGTON,17,0
84,ACCENTURE LLP,BUSINESS ANALYST,2015,WISCONSIN,4,0
85,ACCENTURE LLP,BUSINESS ANALYST,2016,ARIZONA,3,0
86,ACCENTURE LLP,BUSINESS ANALYST,2016,CALIFORNIA,31,0
87,ACCENTURE LLP,BUSINESS ANALYST,2016,COLORADO,3,0
88,ACCENTURE LLP,BUSINESS ANALYST,2016,CONNECTICUT,38,0
89,ACCENTURE LLP,BUSINESS ANALYST,2016,DELAWARE,1,0
90,ACCENTURE LLP,BUSINESS ANALYST,2016,FLORIDA,5,0
91,ACCENTURE LLP,BUSINESS ANALYST,2016,GEORGIA,15,0
92,ACCENTURE LLP,BUSINESS ANALYST,2016,HAWAII,3,0
93,ACCENTURE LLP,BUSINESS ANALYST,2016,ILLINOIS,20,0
94,ACCENTURE LLP,BUSINESS ANALYST,2016,INDIANA,1,0
95,ACCENTURE LLP,BUSINESS ANALYST,2016,KANSAS,2,0
96,ACCENTURE LLP,BUSINESS ANALYST,2016,LOUISIANA,1,0
97,ACCENTURE LLP,BUSINESS ANALYST,2016,MARYLAND,2,0
98,ACCENTURE LLP,BUSINESS ANALYST,2016,MASSACHUSETTS,8,0
99,ACCENTURE LLP,BUSINESS ANALYST,2016,MICHIGAN,5,0
100,ACCENTURE LLP,BUSINESS ANALYST,2016,MINNESOTA,13,0
101,ACCENTURE LLP,BUSINESS ANALYST,2016,MISSOURI,3,0
102,ACCENTURE LLP,BUSINESS ANALYST,2016,NEW JERSEY,25,1
103,ACCENTURE LLP,BUSINESS ANALYST,2016,NEW YORK,11,0
104,ACCENTURE LLP,BUSINESS ANALYST,2016,NORTH CAROLINA,5,1
105,ACCENTURE LLP,BUSINESS ANALYST,2016,OHIO,8,0
106,ACCENTURE LLP,BUSINESS ANALYST,2016,PENNSYLVANIA,9,0
107,ACCENTURE LLP,BUSINESS ANALYST,2016,TEXAS,20,0
108,ACCENTURE LLP,BUSINESS ANALYST,2016,VIRGINIA,6,0
109,ACCENTURE LLP,BUSINESS ANALYST,2016,WASHINGTON,5,0
110,ACCENTURE LLP,BUSINESS ANALYST,2016,WISCONSIN,5,0
111,ACCENTURE LLP,CONSULTANT,2011,ARIZONA,2,0
112,ACCENTURE LLP,CONSULTANT,2011,CALIFORNIA,11,0
113,ACCENTURE LLP,CONSULTANT,2011,CONNECTICUT,3,0
114,ACCENTURE LLP,CONSULTANT,2011,DELAWARE,1,0
115,ACCENTURE LLP,CONSULTANT,2011,FLORIDA,1,0
116,ACCENTURE LLP,CONSULTANT,2011,GEORGIA,8,1
117,ACCENTURE LLP,CONSULTANT,2011,ILLINOIS,5,1
118,ACCENTURE LLP,CONSULTANT,2011,MASSACHUSETTS,5,0
119,ACCENTURE LLP,CONSULTANT,2011,MICHIGAN,9,0
120,ACCENTURE LLP,CONSULTANT,2011,MINNESOTA,9,0
121,ACCENTURE LLP,CONSULTANT,2011,MISSOURI,6,1
122,ACCENTURE LLP,CONSULTANT,2011,NEW JERSEY,9,0
123,ACCENTURE LLP,CONSULTANT,2011,NEW YORK,8,0
124,ACCENTURE LLP,CONSULTANT,2011,NORTH CAROLINA,1,0
125,ACCENTURE LLP,CONSULTANT,2011,OHIO,13,0
126,ACCENTURE LLP,CONSULTANT,2011,OKLAHOMA,4,0
127,ACCENTURE LLP,CONSULTANT,2011,PENNSYLVANIA,4,0
128,ACCENTURE LLP,CONSULTANT,2011,RHODE ISLAND,1,0
129,ACCENTURE LLP,CONSULTANT,2011,TEXAS,10,1
130,ACCENTURE LLP,CONSULTANT,2011,VIRGINIA,2,0
131,ACCENTURE LLP,CONSULTANT,2011,WASHINGTON,2,0
132,ACCENTURE LLP,CONSULTANT,2011,WISCONSIN,2,1
133,ACCENTURE LLP,CONSULTANT,2012,ARIZONA,5,0
134,ACCENTURE LLP,CONSULTANT,2012,CALIFORNIA,13,0
135,ACCENTURE LLP,CONSULTANT,2012,COLORADO,1,0
136,ACCENTURE LLP,CONSULTANT,2012,CONNECTICUT,6,0
137,ACCENTURE LLP,CONSULTANT,2012,DELAWARE,4,0
138,ACCENTURE LLP,CONSULTANT,2012,FLORIDA,2,0
139,ACCENTURE LLP,CONSULTANT,2012,GEORGIA,2,0
140,ACCENTURE LLP,CONSULTANT,2012,ILLINOIS,22,0
141,ACCENTURE LLP,CONSULTANT,2012,IOWA,1,0
142,ACCENTURE LLP,CONSULTANT,2012,KANSAS,2,0
143,ACCENTURE LLP,CONSULTANT,2012,LOUISIANA,1,0
144,ACCENTURE LLP,CONSULTANT,2012,MASSACHUSETTS,8,0
145,ACCENTURE LLP,CONSULTANT,2012,MICHIGAN,12,0
146,ACCENTURE LLP,CONSULTANT,2012,MINNESOTA,25,1
147,ACCENTURE LLP,CONSULTANT,2012,MISSOURI,5,0
148,ACCENTURE LLP,CONSULTANT,2012,NEW JERSEY,8,0
149,ACCENTURE LLP,CONSULTANT,2012,NEW YORK,8,0
150,ACCENTURE LLP,CONSULTANT,2012,NORTH CAROLINA,4,0
151,ACCENTURE LLP,CONSULTANT,2012,OHIO,26,0
152,ACCENTURE LLP,CONSULTANT,2012,OKLAHOMA,2,0
153,ACCENTURE LLP,CONSULTANT,2012,PENNSYLVANIA,7,0
154,ACCENTURE LLP,CONSULTANT,2012,TEXAS,18,1
155,ACCENTURE LLP,CONSULTANT,2012,WASHINGTON,14,0
156,ACCENTURE LLP,CONSULTANT,2012,WISCONSIN,2,0
157,ACCENTURE LLP,CONSULTANT,2013,ARIZONA,3,0
158,ACCENTURE LLP,CONSULTANT,2013,ARKANSAS,1,0
159,ACCENTURE LLP,CONSULTANT,2013,CALIFORNIA,31,0
160,ACCENTURE LLP,CONSULTANT,2013,COLORADO,1,0
161,ACCENTURE LLP,CONSULTANT,2013,CONNECTICUT,4,0
162,ACCENTURE LLP,CONSULTANT,2013,DELAWARE,12,0
163,ACCENTURE LLP,CONSULTANT,2013,DISTRICT OF COLUMBIA,1,0
164,ACCENTURE LLP,CONSULTANT,2013,GEORGIA,6,0
165,ACCENTURE LLP,CONSULTANT,2013,ILLINOIS,28,0
166,ACCENTURE LLP,CONSULTANT,2013,INDIANA,1,0
167,ACCENTURE LLP,CONSULTANT,2013,MARYLAND,2,0
168,ACCENTURE LLP,CONSULTANT,2013,MASSACHUSETTS,8,0
169,ACCENTURE LLP,CONSULTANT,2013,MICHIGAN,7,0
170,ACCENTURE LLP,CONSULTANT,2013,MINNESOTA,19,0
171,ACCENTURE LLP,CONSULTANT,2013,MISSOURI,1,0
172,ACCENTURE LLP,CONSULTANT,2013,NEW JERSEY,12,0
173,ACCENTURE LLP,CONSULTANT,2013,NEW MEXICO,1,0
174,ACCENTURE LLP,CONSULTANT,2013,NEW YORK,13,0
175,ACCENTURE LLP,CONSULTANT,2013,NORTH CAROLINA,10,0
176,ACCENTURE LLP,CONSULTANT,2013,OHIO,5,0
177,ACCENTURE LLP,CONSULTANT,2013,OREGON,1,0
178,ACCENTURE LLP,CONSULTANT,2013,PENNSYLVANIA,8,0
179,ACCENTURE LLP,CONSULTANT,2013,RHODE ISLAND,1,0
180,ACCENTURE LLP,CONSULTANT,2013,TENNESSEE,1,0
181,ACCENTURE LLP,CONSULTANT,2013,TEXAS,10,0
182,ACCENTURE LLP,CONSULTANT,2013,VIRGINIA,1,0
183,ACCENTURE LLP,CONSULTANT,2013,WASHINGTON,11,0
184,ACCENTURE LLP,CONSULTANT,2013,WISCONSIN,1,0
185,ACCENTURE LLP,CONSULTANT,2014,ARIZONA,3,0
186,ACCENTURE LLP,CONSULTANT,2014,CALIFORNIA,44,2
187,ACCENTURE LLP,CONSULTANT,2014,COLORADO,7,1
188,ACCENTURE LLP,CONSULTANT,2014,CONNECTICUT,10,0
189,ACCENTURE LLP,CONSULTANT,2014,DELAWARE,14,0
190,ACCENTURE LLP,CONSULTANT,2014,DISTRICT OF COLUMBIA,5,0
191,ACCENTURE LLP,CONSULTANT,2014,GEORGIA,9,0
192,ACCENTURE LLP,CONSULTANT,2014,IDAHO,1,0
193,ACCENTURE LLP,CONSULTANT,2014,ILLINOIS,46,3
194,ACCENTURE LLP,CONSULTANT,2014,IOWA,1,0
195,ACCENTURE LLP,CONSULTANT,2014,KANSAS,2,0
196,ACCENTURE LLP,CONSULTANT,2014,MARYLAND,5,0
197,ACCENTURE LLP,CONSULTANT,2014,MASSACHUSETTS,22,1
198,ACCENTURE LLP,CONSULTANT,2014,MICHIGAN,7,1
199,ACCENTURE LLP,CONSULTANT,2014,MINNESOTA,27,0
200,ACCENTURE LLP,CONSULTANT,2014,MISSOURI,1,0
201,ACCENTURE LLP,CONSULTANT,2014,NEW JERSEY,29,0
202,ACCENTURE LLP,CONSULTANT,2014,NEW MEXICO,1,0
203,ACCENTURE LLP,CONSULTANT,2014,NEW YORK,14,2
204,ACCENTURE LLP,CONSULTANT,2014,NORTH CAROLINA,6,0
205,ACCENTURE LLP,CONSULTANT,2014,NORTH DAKOTA,1,0
206,ACCENTURE LLP,CONSULTANT,2014,OHIO,9,0
207,ACCENTURE LLP,CONSULTANT,2014,OKLAHOMA,3,0
208,ACCENTURE LLP,CONSULTANT,2014,PENNSYLVANIA,11,1
209,ACCENTURE LLP,CONSULTANT,2014,SOUTH CAROLINA,2,0
210,ACCENTURE LLP,CONSULTANT,2014,TENNESSEE,2,0
211,ACCENTURE LLP,CONSULTANT,2014,TEXAS,30,0
212,ACCENTURE LLP,CONSULTANT,2014,VIRGINIA,1,0
213,ACCENTURE LLP,CONSULTANT,2014,WASHINGTON,24,0
214,ACCENTURE LLP,CONSULTANT,2014,WISCONSIN,3,0
215,ACCENTURE LLP,CONSULTANT,2015,ARIZONA,12,0
216,ACCENTURE LLP,CONSULTANT,2015,ARKANSAS,1,0
217,ACCENTURE LLP,CONSULTANT,2015,CALIFORNIA,55,0
218,ACCENTURE LLP,CONSULTANT,2015,COLORADO,1,0
219,ACCENTURE LLP,CONSULTANT,2015,CONNECTICUT,13,1
220,ACCENTURE LLP,CONSULTANT,2015,DELAWARE,35,0
221,ACCENTURE LLP,CONSULTANT,2015,DISTRICT OF COLUMBIA,5,0
222,ACCENTURE LLP,CONSULTANT,2015,FLORIDA,6,0
223,ACCENTURE LLP,CONSULTANT,2015,GEORGIA,41,1
224,ACCENTURE LLP,CONSULTANT,2015,HAWAII,1,0
225,ACCENTURE LLP,CONSULTANT,2015,ILLINOIS,35,0
226,ACCENTURE LLP,CONSULTANT,2015,INDIANA,3,0
227,ACCENTURE LLP,CONSULTANT,2015,KANSAS,1,0
228,ACCENTURE LLP,CONSULTANT,2015,KENTUCKY,1,0
229,ACCENTURE LLP,CONSULTANT,2015,LOUISIANA,1,0
230,ACCENTURE LLP,CONSULTANT,2015,MARYLAND,2,0
231,ACCENTURE LLP,CONSULTANT,2015,MASSACHUSETTS,23,0
232,ACCENTURE LLP,CONSULTANT,2015,MICHIGAN,34,1
233,ACCENTURE LLP,CONSULTANT,2015,MINNESOTA,47,0
234,ACCENTURE LLP,CONSULTANT,2015,MISSOURI,11,0
235,ACCENTURE LLP,CONSULTANT,2015,NEW JERSEY,46,0
236,ACCENTURE LLP,CONSULTANT,2015,NEW YORK,21,1
237,ACCENTURE LLP,CONSULTANT,2015,NORTH CAROLINA,21,0
238,ACCENTURE LLP,CONSULTANT,2015,NORTH DAKOTA,1,0
239,ACCENTURE LLP,CONSULTANT,2015,OHIO,35,0
240,ACCENTURE LLP,CONSULTANT,2015,OKLAHOMA,7,0
241,ACCENTURE LLP,CONSULTANT,2015,OREGON,3,0
242,ACCENTURE LLP,CONSULTANT,2015,PENNSYLVANIA,14,0
243,ACCENTURE LLP,CONSULTANT,2015,RHODE ISLAND,1,1
244,ACCENTURE LLP,CONSULTANT,2015,TENNESSEE,1,0
245,ACCENTURE LLP,CONSULTANT,2015,TEXAS,67,0
246,ACCENTURE LLP,CONSULTANT,2015,UTAH,1,0
247,ACCENTURE LLP,CONSULTANT,2015,VIRGINIA,3,1
248,ACCENTURE LLP,CONSULTANT,2015,WASHINGTON,32,0
249,ACCENTURE LLP,CONSULTANT,2015,WISCONSIN,11,1
250,ACCENTURE LLP,CONSULTANT,2016,ALABAMA,1,0
251,ACCENTURE LLP,CONSULTANT,2016,ARIZONA,11,0
252,ACCENTURE LLP,CONSULTANT,2016,ARKANSAS,6,0
253,ACCENTURE LLP,CONSULTANT,2016,CALIFORNIA,41,0
254,ACCENTURE LLP,CONSULTANT,2016,COLORADO,9,0
255,ACCENTURE LLP,CONSULTANT,2016,CONNECTICUT,19,0
256,ACCENTURE LLP,CONSULTANT,2016,DELAWARE,13,1
257,ACCENTURE LLP,CONSULTANT,2016,DISTRICT OF COLUMBIA,3,0
258,ACCENTURE LLP,CONSULTANT,2016,FLORIDA,8,0
259,ACCENTURE LLP,CONSULTANT,2016,GEORGIA,23,2
260,ACCENTURE LLP,CONSULTANT,2016,ILLINOIS,80,0
261,ACCENTURE LLP,CONSULTANT,2016,INDIANA,7,0
262,ACCENTURE LLP,CONSULTANT,2016,IOWA,4,0
263,ACCENTURE LLP,CONSULTANT,2016,KANSAS,16,0
264,ACCENTURE LLP,CONSULTANT,2016,KENTUCKY,2,0
265,ACCENTURE LLP,CONSULTANT,2016,LOUISIANA,2,0
266,ACCENTURE LLP,CONSULTANT,2016,MARYLAND,12,1
267,ACCENTURE LLP,CONSULTANT,2016,MASSACHUSETTS,34,0
268,ACCENTURE LLP,CONSULTANT,2016,MICHIGAN,34,0
269,ACCENTURE LLP,CONSULTANT,2016,MINNESOTA,37,1
270,ACCENTURE LLP,CONSULTANT,2016,MISSOURI,6,0
271,ACCENTURE LLP,CONSULTANT,2016,NEVADA,2,0
272,ACCENTURE LLP,CONSULTANT,2016,NEW JERSEY,57,1
273,ACCENTURE LLP,CONSULTANT,2016,NEW YORK,43,0
274,ACCENTURE LLP,CONSULTANT,2016,NORTH CAROLINA,14,0
275,ACCENTURE LLP,CONSULTANT,2016,OHIO,25,0
276,ACCENTURE LLP,CONSULTANT,2016,OKLAHOMA,3,0
277,ACCENTURE LLP,CONSULTANT,2016,OREGON,4,0
278,ACCENTURE LLP,CONSULTANT,2016,PENNSYLVANIA,29,0
279,ACCENTURE LLP,CONSULTANT,2016,RHODE ISLAND,7,0
280,ACCENTURE LLP,CONSULTANT,2016,SOUTH CAROLINA,1,0
281,ACCENTURE LLP,CONSULTANT,2016,TENNESSEE,2,0
282,ACCENTURE LLP,CONSULTANT,2016,TEXAS,112,2
283,ACCENTURE LLP,CONSULTANT,2016,VIRGINIA,13,0
284,ACCENTURE LLP,CONSULTANT,2016,WASHINGTON,34,0
285,ACCENTURE LLP,CONSULTANT,2016,WISCONSIN,11,0
286,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2012,CALIFORNIA,1,0
287,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2014,CALIFORNIA,1,0
288,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2014,MINNESOTA,1,0
289,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2014,TEXAS,1,0
290,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2015,CALIFORNIA,5,1
291,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2015,DELAWARE,1,0
292,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2015,FLORIDA,2,0
293,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2015,GEORGIA,5,0
294,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2015,ILLINOIS,3,0
295,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2015,MINNESOTA,1,0
296,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2015,NEW JERSEY,3,0
297,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2015,NEW YORK,2,0
298,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2015,OHIO,2,0
299,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2015,PENNSYLVANIA,3,0
300,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2015,TEXAS,5,0
301,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2015,WASHINGTON,3,0
302,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2016,ARIZONA,1,0
303,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2016,CALIFORNIA,6,0
304,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2016,COLORADO,1,0
305,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2016,CONNECTICUT,1,0
306,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2016,GEORGIA,6,0
307,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2016,ILLINOIS,3,0
308,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2016,MARYLAND,2,0
309,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2016,MINNESOTA,1,0
310,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2016,MISSOURI,3,0
311,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2016,NEW HAMPSHIRE,1,0
312,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2016,NEW JERSEY,3,0
313,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2016,NORTH CAROLINA,1,0
314,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2016,OREGON,1,0
315,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2016,PENNSYLVANIA,1,0
316,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2016,TEXAS,3,0
317,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2016,VIRGINIA,2,0
318,ACCENTURE LLP,DATABASE/DATA SCIENTIST/ANALYST,2016,WASHINGTON,5,0
319,ACCENTURE LLP,OTHER,2011,ARIZONA,8,0
320,ACCENTURE LLP,OTHER,2011,ARKANSAS,1,0
321,ACCENTURE LLP,OTHER,2011,CALIFORNIA,73,3
322,ACCENTURE LLP,OTHER,2011,COLORADO,8,1
323,ACCENTURE LLP,OTHER,2011,CONNECTICUT,26,0
324,ACCENTURE LLP,OTHER,2011,DELAWARE,6,0
325,ACCENTURE LLP,OTHER,2011,DISTRICT OF COLUMBIA,2,0
326,ACCENTURE LLP,OTHER,2011,FLORIDA,8,2
327,ACCENTURE LLP,OTHER,2011,GEORGIA,34,6
328,ACCENTURE LLP,OTHER,2011,HAWAII,2,0
329,ACCENTURE LLP,OTHER,2011,ILLINOIS,59,3
330,ACCENTURE LLP,OTHER,2011,INDIANA,2,0
331,ACCENTURE LLP,OTHER,2011,IOWA,3,0
332,ACCENTURE LLP,OTHER,2011,KANSAS,1,0
333,ACCENTURE LLP,OTHER,2011,MASSACHUSETTS,13,0
334,ACCENTURE LLP,OTHER,2011,MICHIGAN,17,1
335,ACCENTURE LLP,OTHER,2011,MINNESOTA,31,1
336,ACCENTURE LLP,OTHER,2011,MISSOURI,12,1
337,ACCENTURE LLP,OTHER,2011,NEBRASKA,4,0
338,ACCENTURE LLP,OTHER,2011,NEW JERSEY,42,0
339,ACCENTURE LLP,OTHER,2011,NEW YORK,26,0
340,ACCENTURE LLP,OTHER,2011,NORTH CAROLINA,37,2
341,ACCENTURE LLP,OTHER,2011,NORTH DAKOTA,1,0
342,ACCENTURE LLP,OTHER,2011,OHIO,35,0
343,ACCENTURE LLP,OTHER,2011,OKLAHOMA,1,0
344,ACCENTURE LLP,OTHER,2011,PENNSYLVANIA,26,1
345,ACCENTURE LLP,OTHER,2011,RHODE ISLAND,1,0
346,ACCENTURE LLP,OTHER,2011,SOUTH CAROLINA,1,0
347,ACCENTURE LLP,OTHER,2011,TENNESSEE,3,0
348,ACCENTURE LLP,OTHER,2011,TEXAS,42,3
349,ACCENTURE LLP,OTHER,2011,VIRGINIA,9,0
350,ACCENTURE LLP,OTHER,2011,WASHINGTON,7,0
351,ACCENTURE LLP,OTHER,2011,WISCONSIN,10,0
352,ACCENTURE LLP,OTHER,2012,ALABAMA,3,0
353,ACCENTURE LLP,OTHER,2012,ARIZONA,17,0
354,ACCENTURE LLP,OTHER,2012,ARKANSAS,23,0
355,ACCENTURE LLP,OTHER,2012,CALIFORNIA,165,6
356,ACCENTURE LLP,OTHER,2012,COLORADO,19,1
357,ACCENTURE LLP,OTHER,2012,CONNECTICUT,84,0
358,ACCENTURE LLP,OTHER,2012,DELAWARE,29,0
359,ACCENTURE LLP,OTHER,2012,DISTRICT OF COLUMBIA,5,0
360,ACCENTURE LLP,OTHER,2012,FLORIDA,25,0
361,ACCENTURE LLP,OTHER,2012,GEORGIA,71,1
362,ACCENTURE LLP,OTHER,2012,HAWAII,3,0
363,ACCENTURE LLP,OTHER,2012,ILLINOIS,144,2
